15 nov. 2023;8992,62
16 nov. 2023;1354,86
21 nov. 2023;15071,95
22 nov. 2023;34009,92
23 nov. 2023;24072,84
24 nov. 2023;3905,65
27 nov. 2023;3618,97
28 nov. 2023;53358,9
29 nov. 2023;94631,93
30 nov. 2023;30638,77
01 dic. 2023;64478,74
04 dic. 2023;27917,03
05 dic. 2023;66250,1
06 dic. 2023;64798,59
07 dic. 2023;129470,0052
08 dic. 2023;137481,6866
11 dic. 2023;23881,12
12 dic. 2023;115748,0283
13 dic. 2023;107433,7518
14 dic. 2023;58852,46314
15 dic. 2023;80575,26784
17 dic. 2023;0
18 dic. 2023;195670,6666
19 dic. 2023;106811,6651
20 dic. 2023;157959,3576
21 dic. 2023;203482,7985
22 dic. 2023;45190,88
26 dic. 2023;172465,1135
27 dic. 2023;249968,9772
28 dic. 2023;199947,1274
29 dic. 2023;110348,06
02 ene. 2024;229090,2642
03 ene. 2024;117112,6314
04 ene. 2024;164184,8561
05 ene. 2024;105290,79
08 ene. 2024;134428,5327
09 ene. 2024;181395,6837
10 ene. 2024;273852,9185
11 ene. 2024;193161,7535
12 ene. 2024;181261,892
15 ene. 2024;132593,4041
16 ene. 2024;212321,0849
17 ene. 2024;141218,07
18 ene. 2024;204653,4133
19 ene. 2024;141373,4432
22 ene. 2024;216017,1183
23 ene. 2024;391069,1914
24 ene. 2024;268057,6541
25 ene. 2024;209893,2486
26 ene. 2024;1163663,744
29 ene. 2024;348901,7758
30 ene. 2024;225098,7902
31 ene. 2024;343750,808
01 feb. 2024;443913,5669
02 feb. 2024;296982,7483
05 feb. 2024;360336,8959
06 feb. 2024;249646,7098
07 feb. 2024;282318,3972
08 feb. 2024;220037,0649
09 feb. 2024;156709,8623
12 feb. 2024;82486,82
13 feb. 2024;97164,76023
14 feb. 2024;176188,4519
15 feb. 2024;203911,4572
16 feb. 2024;197292,6352
19 feb. 2024;391894,1963
20 feb. 2024;390243,5612
21 feb. 2024;222599,6715
22 feb. 2024;247752,5375
23 feb. 2024;177434,3414
26 feb. 2024;376600,1854
27 feb. 2024;342519,6778
28 feb. 2024;282553,0529
29 feb. 2024;221690,9668
01 mar. 2024;476591,889
04 mar. 2024;278783,6005
05 mar. 2024;319621,4849
06 mar. 2024;357710,181
07 mar. 2024;352099,9277
08 mar. 2024;201805,6986
11 mar. 2024;405287,6575
12 mar. 2024;313452,116
13 mar. 2024;354669,0432
14 mar. 2024;314974,0638
15 mar. 2024;206739,2976
18 mar. 2024;308406,0375
19 mar. 2024;301912,9993
20 mar. 2024;435687,7279
21 mar. 2024;281342,341
22 mar. 2024;233380,1815
25 mar. 2024;196255,3309
26 mar. 2024;105101,9988
27 mar. 2024;145553,2554
28 mar. 2024;53366,68104
01 abr. 2024;752719,1604
02 abr. 2024;581653,313
03 abr. 2024;356403,8897
04 abr. 2024;352991,2748
05 abr. 2024;387495,3359
08 abr. 2024;308686,5059
09 abr. 2024;408882,531
10 abr. 2024;294348,482
11 abr. 2024;435083,52
12 abr. 2024;383321,003
15 abr. 2024;406175,717
16 abr. 2024;319777,5928
17 abr. 2024;363985,4265
18 abr. 2024;188079,67
19 abr. 2024;297190,904
22 abr. 2024;202248,796
23 abr. 2024;339083,376
24 abr. 2024;380187,7614
25 abr. 2024;343819,6285
26 abr. 2024;202554,9365
29 abr. 2024;402661,3485
30 abr. 2024;271254,6313
02 may. 2024;373394,1436
03 may. 2024;439814,809
06 may. 2024;320943,5379
07 may. 2024;344480,9302
08 may. 2024;260788,461
09 may. 2024;304723,7598
10 may. 2024;327437,429
13 may. 2024;255734,873
14 may. 2024;264622,846
15 may. 2024;364156,329
16 may. 2024;346204,7304
17 may. 2024;483839,572
19 may. 2024;0
20 may. 2024;260975,7748
21 may. 2024;298943,406
22 may. 2024;357002,941
23 may. 2024;279625,006
24 may. 2024;324686,275
25 may. 2024;0
26 may. 2024;0
27 may. 2024;321788,2
28 may. 2024;359645,78
29 may. 2024;312230,661
30 may. 2024;332050,87
31 may. 2024;193323,623
01 jun. 2024;0
03 jun. 2024;432981,2272
04 jun. 2024;387229,5442
05 jun. 2024;406261,321
06 jun. 2024;271252,5633
07 jun. 2024;357230,109
09 jun. 2024;0
10 jun. 2024;290334,128
11 jun. 2024;264250,0112
12 jun. 2024;278275,45
13 jun. 2024;332882,547
14 jun. 2024;235715,4148
15 jun. 2024;0
17 jun. 2024;401462,401
18 jun. 2024;230016,108
19 jun. 2024;208750,311
20 jun. 2024;330972,372
21 jun. 2024;239627,335
23 jun. 2024;0
24 jun. 2024;350103,029
25 jun. 2024;397175,336
26 jun. 2024;341775,3607
27 jun. 2024;282994,3873
28 jun. 2024;297751,884
30 jun. 2024;0
01 jul. 2024;581866,3131
02 jul. 2024;351994,018
